月份,车型,销量,厂商,售价区间,车型链接,图片链接
202309,极狐考拉,1405,北汽新能源,11.98 - 16.98,https://xl.16888.com/s/129882/,https://i.img16888.com/picLib/2023/05/2023051002385790770_240.jpg
202309,小鹏G9,1390,小鹏汽车,24.88 - 35.99,https://xl.16888.com/s/129400/,https://i.img16888.com/picLib/2022/09/2022091504061283908_240.jpg
202309,奔腾NAT,1377,一汽奔腾,13.98 - 16.48,https://xl.16888.com/s/129174/,https://i3.img16888.com/picLib/2023/05/2023053111414011743_240.jpg
202309,新海狮EV,1351,鑫源汽车,13.98 - 19.28,https://xl.16888.com/s/129571/,https://i2.img16888.com//default-piclib-1024.jpg_240.jpg
202309,宝骏云朵,1350,上汽通用五菱,9.58 - 14.58,https://xl.16888.com/s/129916/,https://i3.img16888.com/picLib/2023/05/2023051001502489768_240.jpg
202309,创维EV6,1310,创维汽车,10.98 - 32.98,https://xl.16888.com/s/129223/,https://i3.img16888.com/picLib/2021/07/2021072202430054743_240.jpg
202309,蔚来ET5,1299,蔚来,29.80 - 35.60,https://xl.16888.com/s/129364/,https://i2.img16888.com/picLib/2022/12/2022120502094649796_240.jpg
202309,MG4 EV,1261,上汽集团,13.98 - 18.68,https://xl.16888.com/s/129582/,https://i2.img16888.com/picLib/2022/06/2022062805442277164_240.jpg
202309,极狐 阿尔法S(ARCFOX αS),1245,北汽新能源,18.98 - 32.98,https://xl.16888.com/s/128999/,https://i3.img16888.com/picLib/2021/04/2021041910080225684_240.jpg
202309,钇为3,1227,江汽集团,6.99 - 14.99,https://xl.16888.com/s/129886/,https://i.img16888.com/picLib/2023/05/2023051111543860893_240.jpg
202309,智己LS6,1220,智己汽车,23.99 - 30.29,https://xl.16888.com/s/130014/,https://i.img16888.com/picLib/2024/01/2024012505591527889_240.jpg
202309,皓影新能源,1167,广汽本田,22.59 - 26.99,https://xl.16888.com/s/129119/,https://i3.img16888.com/picLib/2023/05/2023053001564363816_240.jpg
202309,吉利几何A,1154,吉利几何,14.38 - 20.78,https://xl.16888.com/s/128369/,https://i3.img16888.com/picLib/2019/07/2019070504382512475_240.jpg
202309,迈腾GTE插电混动,1128,一汽-大众,23.79 - 25.29,https://xl.16888.com/s/128747/,https://i3.img16888.com/picLib/2019/12/2019122802501778988_240.jpg
202309,艾瑞泽e,1035,奇瑞新能源,15.24 - 15.78,https://xl.16888.com/s/128603/,https://i.img16888.com/picLib/2019/09/2019092710483389370_240.jpg
202309,蔚来EC6,1006,蔚来,35.80 - 41.60,https://xl.16888.com/s/128852/,https://i.img16888.com/picLib/2020/04/2020041304093282657_240.jpg
202309,领克06新能源,995,领克,13.68 - 15.68,https://xl.16888.com/s/128867/,https://i.img16888.com/picLib/2021/05/2021051702022668203_240.jpg
202309,凌宝BOX,986,吉麦新能源,3.98 - 6.88,https://xl.16888.com/s/128895/,https://i2.img16888.com/picLib/2020/05/2020051410112747249_240.jpg
202309,荣威Ei5,960,上汽集团,13.98 - 15.38,https://xl.16888.com/s/127904/,https://i2.img16888.com/picLib/2019/12/2019121301385779028_240.jpg
202309,ID.6 CROZZ,945,一汽-大众,25.89 - 33.69,https://xl.16888.com/s/129172/,https://i3.img16888.com/picLib/2021/05/2021051805481193714_240.jpg
202309,smart精灵#3,944,smart,16.49 - 28.99,https://xl.16888.com/s/129874/,https://i.img16888.com/picLib/2023/04/2023042306334743437_240.jpg
202309,领克09新能源,930,领克,28.99 - 36.29,https://xl.16888.com/s/129302/,https://i3.img16888.com/picLib/2023/05/2023050903415460314_240.jpg
202309,帕萨特新能源,897,上汽大众,21.72 - 24.22,https://xl.16888.com/s/128252/,https://i.img16888.com/picLib/2019/02/2019022605144533548_240.jpg
202309,本田e:NS1,867,东风本田,17.50 - 21.80,https://xl.16888.com/s/129457/,https://i3.img16888.com/picLib/2022/10/2022101104045327430_240.jpg
202309,本田CR-V新能源,851,东风本田,22.59 - 26.99,https://xl.16888.com/s/129014/,https://i.img16888.com/picLib/2021/02/2021020304190329142_240.jpg
202309,奔驰EQE,842,北京奔驰,47.80 - 62.70,https://xl.16888.com/s/128840/,https://i.img16888.com/picLib/2023/05/2023050905050416590_240.jpg
202309,合创Z03,832,合创汽车,13.48 - 18.28,https://xl.16888.com/s/129294/,https://i3.img16888.com/picLib/2023/05/2023050903470390765_240.jpg
202309,小鹏P5,826,小鹏汽车,15.69 - 18.89,https://xl.16888.com/s/129134/,https://i3.img16888.com/picLib/2021/07/2021072304062225606_240.jpg
202309,帝豪L HiP,826,吉利汽车,8.98 - 16.88,https://xl.16888.com/s/129443/,https://i2.img16888.com/picLib/2022/05/2022051805391441319_240.jpg
202309,欧拉闪电猫,812,长城新能源,18.98 - 27.28,https://xl.16888.com/s/129133/,https://i3.img16888.com/picLib/2021/05/2021051005043966445_240.jpg
202309,江淮QX PHEV,746,江汽集团,8.99 - 19.69,https://xl.16888.com/s/130030/,https://i3.img16888.com/picLib/2024/02/2024020405064032442_240.jpg
202309,元宝,745,北京汽车制造厂,2.97 - 5.19,https://xl.16888.com/s/129527/,https://i3.img16888.com/picLib/2022/05/2022052306223254820_240.jpg
202309,五菱Air ev晴空,733,上汽通用五菱,6.78 - 8.28,https://xl.16888.com/s/129575/,https://i.img16888.com/picLib/2022/06/2022062804320760649_240.jpg
202309,吉利几何G6,713,吉利几何,11.98 - 18.58,https://xl.16888.com/s/129633/,https://i.img16888.com/picLib/2022/10/2022102605535118487_240.jpg
202309,昊铂GT,706,昊铂,20.39 - 25.99,https://xl.16888.com/s/129846/,https://i3.img16888.com/picLib/2024/11/2024112811170167066_240.jpg
202309,IQ锐歌,686,上汽通用凯迪拉克,29.77 - 41.97,https://xl.16888.com/s/129523/,https://i3.img16888.com/picLib/2022/05/2022051906110990689_240.jpg
202309,雅阁新能源,643,广汽本田,22.58 - 25.88,https://xl.16888.com/s/129931/,https://i.img16888.com/picLib/2023/05/2023052910124960163_240.jpg
202309,途观L新能源,640,上汽大众,26.11 - 27.21,https://xl.16888.com/s/128249/,https://i.img16888.com/picLib/2019/01/2019010210183081520_240.jpg
202309,荣威RX5新能源,610,上汽集团,14.79 - 16.98,https://xl.16888.com/s/127388/,https://i2.img16888.com/picLib/2021/04/2021040902364744342_240.jpg
202309,蓝电E5,607,赛力斯蓝电,9.98 - 15.39,https://xl.16888.com/s/129850/,https://i.img16888.com/picLib/2023/05/2023051111572117742_240.jpg
202309,畅巡,601,上汽通用雪佛兰,18.29 - 19.79,https://xl.16888.com/s/128721/,https://i.img16888.com/picLib/2019/12/2019123103401245613_240.jpg
202309,沃尔沃XC60新能源,572,沃尔沃亚太,52.39 - 60.39,https://xl.16888.com/s/128331/,https://i.img16888.com/picLib/2019/05/2019052802425355252_240.jpg
202309,远志M1,563,大运汽车,17.88 - 31.88,https://xl.16888.com/s/129042/,https://i3.img16888.com/picLib/2021/06/2021060405370287024_240.jpg
202309,奔驰EQB,558,北京奔驰,35.20 - 42.80,https://xl.16888.com/s/128640/,https://i3.img16888.com/picLib/2021/06/2021060103014695142_240.jpg
202309,智己LS7,556,智己汽车,28.98 - 45.98,https://xl.16888.com/s/129755/,https://i3.img16888.com/picLib/2023/05/2023050605162661967_240.jpg
202309,长安UNI-K 智电iDD,532,长安汽车,18.79 - 21.59,https://xl.16888.com/s/129266/,https://i2.img16888.com/picLib/2021/09/2021091609254297205_240.jpg
202309,枫叶60s,518,睿蓝汽车,9.98 - 16.38,https://xl.16888.com/s/129401/,https://i.img16888.com/picLib/2022/05/2022052306351454593_240.jpg
202309,奥迪Q5 e-tron,510,上汽奥迪,29.85 - 43.25,https://xl.16888.com/s/129404/,https://i2.img16888.com/picLib/2022/05/2022050606523245514_240.jpg
202309,奔驰EQA,509,北京奔驰,32.20 - 32.20,https://xl.16888.com/s/128737/,https://i3.img16888.com/picLib/2023/05/2023053003393261059_240.jpg
202309,奔驰EQE SUV,489,北京奔驰,48.60 - 63.06,https://xl.16888.com/s/129913/,https://i2.img16888.com/picLib/2024/11/2024110505163479685_240.jpg
202309,魏牌 摩卡新能源,487,长城汽车,23.18 - 23.88,https://xl.16888.com/s/129220/,https://i2.img16888.com/picLib/2023/05/2023050904211144085_240.jpg
202309,逸动新能源,477,长安汽车,14.99 - 14.99,https://xl.16888.com/s/127732/,https://i.img16888.com/picLib/2019/03/2019031310521255244_240.jpg
202309,帝豪新能源,470,吉利新能源,13.58 - 16.18,https://xl.16888.com/s/127691/,https://i3.img16888.com/picLib/2017/03/2017032303233992053_240.jpg
202309,ID.6 X,439,上汽大众,25.99 - 33.89,https://xl.16888.com/s/129136/,https://i.img16888.com/picLib/2021/05/2021052004235881777_240.jpg
202309,宋MAX新能源,436,比亚迪,14.78 - 17.48,https://xl.16888.com/s/128417/,https://i.img16888.com/picLib/2019/08/2019081503132525658_240.jpg
202309,宝骏KiWi EV,430,上汽通用五菱,7.78 - 11.38,https://xl.16888.com/s/129169/,https://i2.img16888.com/picLib/2021/05/2021051002031748182_240.jpg
202309,凌宝uni,401,吉麦新能源,2.98 - 4.18,https://xl.16888.com/s/129441/,https://i3.img16888.com/picLib/2023/06/2023060105423521595_240.jpg
202309,e爱丽舍,387,东风新能源,12.98 - 13.98,https://xl.16888.com/s/129102/,https://i.img16888.com/picLib/2021/03/2021030909501467317_240.jpg
202309,五菱荣光EV,386,上汽通用五菱,10.88 - 11.88,https://xl.16888.com/s/128892/,https://i2.img16888.com/picLib/2023/05/2023053005555857388_240.jpg
202309,菱智M5EV,378,东风风行,14.99 - 19.69,https://xl.16888.com/s/128231/,https://i3.img16888.com/picLib/2019/05/2019051704360857053_240.jpg
202309,宝马5系新能源,376,华晨宝马,49.99 - 54.65,https://xl.16888.com/s/127997/,https://i3.img16888.com/picLib/2019/12/2019121302012187538_240.jpg
202309,风光MINIEV,368,东风小康,3.26 - 5.91,https://xl.16888.com/s/129376/,https://i.img16888.com/picLib/2022/08/2022081506094535231_240.jpg
202309,极狐 阿尔法T(ARCFOX αT),355,北汽新能源,18.58 - 28.08,https://xl.16888.com/s/128880/,https://i3.img16888.com/picLib/2020/10/2020102603500161504_240.jpg
202309,荣威iMAX8新能源,339,上汽集团,19.99 - 35.98,https://xl.16888.com/s/129461/,https://i.img16888.com/picLib/2022/10/2022102004412210521_240.jpg
202309,岚图追光,322,岚图汽车,25.28 - 38.59,https://xl.16888.com/s/129710/,https://i.img16888.com/picLib/2023/05/2023050606173682441_240.jpg
202309,奥迪e-tron,318,一汽-大众奥迪,54.68 - 64.88,https://xl.16888.com/s/128897/,https://i.img16888.com/picLib/2021/05/2021051711212778660_240.jpg
202309,思皓爱跑,312,江汽集团,13.99 - 19.99,https://xl.16888.com/s/129613/,https://i3.img16888.com/picLib/2023/05/2023050811180633814_240.jpg
202309,大家9,303,上汽大通,25.99 - 44.99,https://xl.16888.com/s/129598/,https://i.img16888.com/picLib/2022/10/2022102411401165564_240.jpg
202309,小鹏G3,296,小鹏汽车,16.89 - 20.19,https://xl.16888.com/s/127961/,https://i2.img16888.com/picLib/2021/03/2021032909021783673_240.jpg
202309,红旗E-HS9,281,一汽红旗,50.98 - 77.98,https://xl.16888.com/s/128953/,https://i2.img16888.com/picLib/2020/12/2020121002241623785_240.jpg
202309,曹操60,253,曹操汽车,11.98 - 16.98,https://xl.16888.com/s/129866/,https://i3.img16888.com/picLib/2023/05/2023050401531151387_240.jpg
202309,羿,251,江铃集团新能源,11.88 - 19.98,https://xl.16888.com/s/129310/,https://i.img16888.com/picLib/2023/05/2023053104271314052_240.jpg
202309,小麒麟,250,江铃集团新能源,4.99 - 5.19,https://xl.16888.com/s/129717/,https://i2.img16888.com/picLib/2023/06/2023060106473416630_240.jpg
202309,蔚来ET7,245,蔚来,42.80 - 51.60,https://xl.16888.com/s/129084/,https://i2.img16888.com/picLib/2021/01/2021011310423989686_240.jpg
202309,别克E4,244,上汽通用别克,15.99 - 22.99,https://xl.16888.com/s/129943/,https://i3.img16888.com/picLib/2023/06/2023060911520285937_240.jpg
202309,探岳GTE插电混动,242,一汽-大众,24.29 - 24.29,https://xl.16888.com/s/129055/,https://i.img16888.com/picLib/2021/06/2021060402061279096_240.jpg
202309,吉利几何C,242,吉利几何,12.98 - 20.78,https://xl.16888.com/s/128814/,https://i.img16888.com/picLib/2020/08/2020082505264887053_240.jpg
202309,枫叶80V,240,睿蓝汽车,8.98 - 15.98,https://xl.16888.com/s/128970/,https://i.img16888.com/picLib/2023/05/2023053006275539203_240.jpg
202309,风行雷霆,236,东风风行,9.98 - 22.99,https://xl.16888.com/s/129833/,https://i2.img16888.com/picLib/2023/05/2023050402104983353_240.jpg
202309,风行S50EV,234,东风风行,15.09 - 16.99,https://xl.16888.com/s/127908/,https://i.img16888.com/picLib/2018/01/2018011001573226004_240.jpg
202309,蔚来ES7,234,蔚来,43.80 - 51.80,https://xl.16888.com/s/129585/,https://i3.img16888.com/picLib/2022/12/2022120501474530085_240.jpg
202309,蔚来EC7,229,蔚来,45.80 - 54.80,https://xl.16888.com/s/129880/,https://i.img16888.com/picLib/2023/04/2023042306121784535_240.jpg
202309,沃尔沃S90插电式混动,229,沃尔沃亚太,49.99 - 61.39,https://xl.16888.com/s/128328/,https://i.img16888.com/picLib/2019/05/2019052802452947738_240.jpg
202309,广汽丰田bZ4X,215,广汽丰田,19.98 - 28.78,https://xl.16888.com/s/129462/,https://i.img16888.com/picLib/2023/05/2023050802342257295_240.jpg
202309,比亚迪e3,211,比亚迪,15.48 - 15.58,https://xl.16888.com/s/128565/,https://i2.img16888.com/picLib/2019/11/2019112704545588655_240.jpg
202309,沃尔沃XC40新能源,166,沃尔沃亚太,27.99 - 32.20,https://xl.16888.com/s/129016/,https://i3.img16888.com/picLib/2021/04/2021040905183111771_240.jpg
202309,YOUNG光小新,158,电动屋,6.58 - 8.48,https://xl.16888.com/s/129262/,https://i3.img16888.com/picLib/2022/02/2022022511543968015_240.jpg
202309,高合HiPhi Z,154,华人运通,51.00 - 63.00,https://xl.16888.com/s/129673/,https://i.img16888.com/picLib/2022/10/2022102606440610167_240.jpg
202309,星途追风PHEV,153,星途,12.98 - 19.58,https://xl.16888.com/s/129837/,https://i.img16888.com/picLib/2023/05/2023050405360322910_240.jpg
202309,Ariya艾睿雅,144,东风日产,19.99 - 28.29,https://xl.16888.com/s/129184/,https://i2.img16888.com/picLib/2021/06/2021060104315297676_240.jpg
202309,天逸 C5 AIRCROSS新能源,138,东风雪铁龙,23.17 - 26.47,https://xl.16888.com/s/128913/,https://i3.img16888.com/picLib/2023/05/2023050905105247969_240.jpg
202309,英仕派新能源,136,东风本田,22.98 - 25.88,https://xl.16888.com/s/129986/,https://i2.img16888.com/picLib/2024/02/2024020511103914308_240.jpg
202309,一汽丰田bZ4X,123,一汽丰田,19.98 - 28.48,https://xl.16888.com/s/129440/,https://i3.img16888.com/picLib/2022/05/2022052306513920080_240.jpg
202309,易至EV3,117,江铃集团新能源,5.28 - 6.68,https://xl.16888.com/s/128413/,https://i3.img16888.com/picLib/2023/05/2023052906461757508_240.jpg
202309,东风本田M-NV,116,东风本田,14.98 - 15.98,https://xl.16888.com/s/129049/,https://i.img16888.com/picLib/2020/12/2020120403323659756_240.jpg
202309,比亚迪D1,114,比亚迪,16.08 - 16.98,https://xl.16888.com/s/129052/,https://i.img16888.com/picLib/2021/06/2021060203124279779_240.jpg
202309,奥迪Q2L e-tron,108,一汽-大众奥迪,24.38 - 24.38,https://xl.16888.com/s/128744/,https://i3.img16888.com/picLib/2019/11/2019112104190551105_240.jpg
202309,e:NP1 极湃1,107,广汽本田,17.50 - 21.80,https://xl.16888.com/s/129586/,https://i2.img16888.com/picLib/2022/06/2022062711321864032_240.jpg
202309,飞凡R7,106,上汽集团,18.99 - 38.99,https://xl.16888.com/s/129449/,https://i.img16888.com/picLib/2022/05/2022052306310782165_240.jpg
202309,起亚EV6,96,起亚(进口),28.28 - 43.98,https://xl.16888.com/s/129118/,https://i3.img16888.com/picLib/2023/05/2023052903003440017_240.jpg
202309,福特电马,93,长安福特,23.98 - 36.99,https://xl.16888.com/s/128971/,
202309,炫界Pro EV,91,凯翼汽车,11.99 - 17.66,https://xl.16888.com/s/129306/,https://i3.img16888.com/picLib/2023/05/2023051111514823649_240.jpg
202309,Aion LX,90,广汽埃安,28.66 - 46.96,https://xl.16888.com/s/128584/,https://i3.img16888.com/picLib/2019/09/2019090605505856502_240.jpg
202309,欧拉芭蕾猫,81,长城新能源,14.98 - 17.98,https://xl.16888.com/s/129361/,https://i.img16888.com/picLib/2023/05/2023050901184277773_240.jpg
202309,沃尔沃C40,80,沃尔沃亚太,28.90 - 34.20,https://xl.16888.com/s/129402/,https://i2.img16888.com/picLib/2023/05/2023050901141684816_240.jpg
202309,睿蓝9,70,睿蓝汽车,10.99 - 19.79,https://xl.16888.com/s/129732/,https://i.img16888.com/picLib/2022/11/2022111411171898890_240.jpg
202309,小虎EV,63,小虎汽车,4.19 - 5.59,https://xl.16888.com/s/129368/,https://i.img16888.com//default-piclib-1024.jpg_240.jpg
202309,传祺ES9,55,广汽乘用车,22.98 - 26.98,https://xl.16888.com/s/129992/,https://i.img16888.com/picLib/2024/02/2024020510211761038_240.jpg
202309,长安之星9EV,53,长安凯程,13.28 - 16.89,https://xl.16888.com/s/128408/,https://i3.img16888.com/picLib/2020/05/2020052203273355804_240.jpg
202309,瑞风E3,52,江汽集团,13.99 - 20.88,https://xl.16888.com/s/129581/,https://i2.img16888.com/picLib/2022/06/2022062805373176178_240.jpg
202309,富康ES600,48,东风新能源,15.38 - 16.38,https://xl.16888.com/s/129518/,https://i3.img16888.com/picLib/2022/05/2022051904451838899_240.jpg
202309,沃尔沃S60新能源,39,沃尔沃亚太,39.99 - 46.19,https://xl.16888.com/s/128327/,https://i.img16888.com/picLib/2020/03/2020030407451951561_240.jpg
202309,RAV4荣放双擎E+,37,一汽丰田,24.88 - 29.78,https://xl.16888.com/s/129161/,https://i2.img16888.com/picLib/2021/04/2021042302523977379_240.jpg
202309,发现运动版新能源,34,奇瑞捷豹路虎,40.98 - 40.98,https://xl.16888.com/s/129023/,https://i2.img16888.com/picLib/2021/05/2021051703373074557_240.jpg
202309,吉利几何M6,34,吉利几何,14.98 - 18.98,https://xl.16888.com/s/129700/,https://i3.img16888.com/picLib/2023/05/2023050606244822571_240.jpg
202309,揽胜极光新能源,31,奇瑞捷豹路虎,41.58 - 42.98,https://xl.16888.com/s/129315/,https://i.img16888.com/picLib/2023/05/2023053104164488997_240.jpg
202309,长安启源A07,30,长安启源,11.99 - 17.69,https://xl.16888.com/s/129930/,https://i.img16888.com/picLib/2023/05/2023052910151096159_240.jpg
202309,智己L7,29,智己汽车,29.99 - 57.88,https://xl.16888.com/s/129160/,https://i.img16888.com/picLib/2021/04/2021042302321073252_240.jpg
202309,威兰达新能源,27,广汽丰田,26.68 - 30.18,https://xl.16888.com/s/129078/,https://i3.img16888.com/picLib/2020/12/2020120904352634842_240.jpg
202309,高合HiPhi X,25,华人运通,57.00 - 80.00,https://xl.16888.com/s/128537/,https://i.img16888.com/picLib/2020/09/2020092502594384437_240.jpg
202309,星越L增程电动版,21,吉利汽车,23.97 - 25.37,https://xl.16888.com/s/129707/,https://i2.img16888.com/picLib/2022/10/2022101404161192666_240.jpg
202309,合创A06,21,合创汽车,13.98 - 26.98,https://xl.16888.com/s/129713/,https://i3.img16888.com/picLib/2022/12/2022120501432011872_240.jpg
202309,哈弗H6新能源,18,长城汽车,15.98 - 17.38,https://xl.16888.com/s/129695/,https://i3.img16888.com/picLib/2023/05/2023050810591465380_240.jpg
202309,魏牌 拿铁DHT-PHEV,17,长城汽车,22.90 - 26.30,https://xl.16888.com/s/129604/,https://i.img16888.com/picLib/2022/10/2022102411460961623_240.jpg
202309,奇瑞无界Pro,12,奇瑞新能源,7.99 - 11.59,https://xl.16888.com/s/129514/,https://i.img16888.com/picLib/2022/06/2022062806353318801_240.jpg
202309,花仙子,11,江汽集团,5.99 - 9.09,https://xl.16888.com/s/129066/,https://i.img16888.com/picLib/2020/12/2020120304270337452_240.jpg
202309,领克01新能源,7,领克,19.97 - 22.78,https://xl.16888.com/s/128145/,https://i.img16888.com/picLib/2021/06/2021060802055620474_240.jpg
202309,马自达CX-30 EV,6,长安马自达,15.98 - 20.18,https://xl.16888.com/s/129316/,https://i.img16888.com/picLib/2023/05/2023050903365119809_240.jpg
202309,DS 9新能源,5,DS汽车,32.99 - 39.99,https://xl.16888.com/s/128832/,https://i3.img16888.com/picLib/2021/05/2021051703130560685_240.jpg
202309,领克05新能源,4,领克,22.78 - 23.17,https://xl.16888.com/s/129182/,https://i.img16888.com/picLib/2021/05/2021053103194445752_240.jpg
202309,广汽丰田iA5,4,广汽丰田新能源,15.98 - 19.28,https://xl.16888.com/s/128629/,https://i.img16888.com/picLib/2019/12/2019121209082417862_240.jpg
202309,捷途X70S EV,3,奇瑞汽车,16.98 - 17.98,https://xl.16888.com/s/128627/,https://i.img16888.com/picLib/2020/03/2020031103514693005_240.jpg
202309,海马7X新能源,3,一汽海马,21.98 - 25.98,https://xl.16888.com/s/129694/,https://i.img16888.com/picLib/2023/05/2023051110504117670_240.jpg
202309,奥迪A6L新能源,3,一汽-大众奥迪,0.00 - 0.00,https://xl.16888.com/s/128135/,https://i3.img16888.com/picLib/2021/04/2021040210322145026_240.jpg
202309,启辰T60EV,3,东风日产,16.38 - 18.98,https://xl.16888.com/s/128769/,https://i.img16888.com/picLib/2019/12/2019121104504279370_240.jpg
202309,合创007,2,合创汽车,25.98 - 27.98,https://xl.16888.com/s/128795/,https://i3.img16888.com/picLib/2020/02/2020021902400976970_240.jpg
202309,名爵6新能源,1,上汽集团,14.58 - 19.98,https://xl.16888.com/s/128014/,https://i.img16888.com/picLib/2018/04/2018040910382976581_240.jpg
202309,卡罗拉双擎E+,1,一汽丰田,20.78 - 23.08,https://xl.16888.com/s/128378/,https://i2.img16888.com/picLib/2019/02/2019021511385220655_240.jpg
202310,秦PLUS,37902,比亚迪,7.98 - 17.98,https://xl.16888.com/s/129054/,https://i.img16888.com/picLib/2021/03/2021031111162675446_240.jpg
202310,海鸥,37836,比亚迪,6.98 - 8.58,https://xl.16888.com/s/129792/,https://i.img16888.com/picLib/2023/05/2023050401254766825_240.jpg
202310,宋PLUS新能源,34799,比亚迪,13.58 - 18.08,https://xl.16888.com/s/128912/,https://i.img16888.com/picLib/2024/02/2024022905545780999_240.jpg
202310,元PLUS,30615,比亚迪,11.58 - 14.78,https://xl.16888.com/s/129234/,https://i3.img16888.com/picLib/2023/05/2023050904182739822_240.jpg
202310,AION Y,27132,广汽埃安,9.98 - 18.98,https://xl.16888.com/s/129064/,https://i3.img16888.com/picLib/2021/02/2021022209523483671_240.jpg
202310,Model Y,26353,特斯拉中国,26.35 - 31.35,https://xl.16888.com/s/129112/,https://i2.img16888.com/picLib/2021/03/2021033109375237701_240.jpg
202310,海豚,24735,比亚迪,9.98 - 12.98,https://xl.16888.com/s/129217/,https://i3.img16888.com/picLib/2021/07/2021070210350347809_240.jpg
202310,五菱缤果,23744,上汽通用五菱,5.68 - 8.88,https://xl.16888.com/s/129783/,https://i.img16888.com/picLib/2023/04/2023040310231159780_240.jpg
202310,宋Pro新能源,21350,比亚迪,10.28 - 14.28,https://xl.16888.com/s/128490/,https://i.img16888.com/picLib/2024/10/2024101502142055820_240.jpg
202310,汉,20663,比亚迪,16.58 - 25.98,https://xl.16888.com/s/128787/,https://i3.img16888.com/picLib/2020/08/2020082003421969751_240.jpg
202310,宏光MINIEV,20337,上汽通用五菱,3.28 - 9.99,https://xl.16888.com/s/128864/,https://i.img16888.com/picLib/2020/08/2020081410475359342_240.jpg
202310,长安Lumin,15533,长安汽车,3.79 - 6.59,https://xl.16888.com/s/129444/,https://i.img16888.com/picLib/2022/10/2022102004174394459_240.jpg
202310,理想L7,15525,理想,30.18 - 35.98,https://xl.16888.com/s/129696/,https://i3.img16888.com/picLib/2022/10/2022101404434715129_240.jpg
202310,理想L9,12756,理想,42.98 - 45.98,https://xl.16888.com/s/129589/,https://i3.img16888.com/picLib/2022/06/2022062211313699372_240.jpg
202310,问界M7,12193,AITO 问界,24.98 - 32.98,https://xl.16888.com/s/129587/,https://i3.img16888.com/picLib/2022/06/2022062711392436726_240.jpg
202310,理想L8,12142,理想,32.18 - 39.98,https://xl.16888.com/s/129689/,https://i.img16888.com/picLib/2022/10/2022101404482395091_240.jpg
202310,大众ID.3,11812,上汽大众,12.99 - 18.09,https://xl.16888.com/s/129301/,https://i2.img16888.com/picLib/2023/05/2023050903443774482_240.jpg
202310,唐新能源,11752,比亚迪,17.98 - 26.98,https://xl.16888.com/s/126549/,https://i2.img16888.com/picLib/2019/03/2019032601545029527_240.jpg
202310,腾势D9,10063,腾势汽车,33.98 - 66.00,https://xl.16888.com/s/129515/,https://i.img16888.com/picLib/2022/10/2022102004563412102_240.jpg
202310,红旗E-QM5,10021,一汽红旗,16.58 - 23.98,https://xl.16888.com/s/129210/,https://i2.img16888.com/picLib/2021/06/2021062302514547464_240.jpg
202310,海豹,9767,比亚迪,14.98 - 24.98,https://xl.16888.com/s/129445/,https://i.img16888.com/picLib/2022/05/2022051806341027359_240.jpg
202310,银河L7,9336,吉利汽车,11.58 - 16.97,https://xl.16888.com/s/129819/,https://i.img16888.com/picLib/2023/05/2023050906482041436_240.jpg
202310,零跑C11,8768,零跑汽车,14.88 - 20.98,https://xl.16888.com/s/129063/,https://i2.img16888.com/picLib/2020/12/2020122311292973663_240.jpg
202310,小鹏G6,8741,小鹏汽车,17.68 - 27.69,https://xl.16888.com/s/129834/,https://i.img16888.com/picLib/2023/05/2023051004472179507_240.jpg
202310,深蓝S07,8532,深蓝汽车,14.99 - 20.79,https://xl.16888.com/s/129772/,https://i3.img16888.com/picLib/2023/05/2023051110445347361_240.jpg
202310,极氪001,8517,极氪,25.90 - 32.90,https://xl.16888.com/s/129130/,https://i.img16888.com/picLib/2021/04/2021041611215519373_240.jpg
202310,领克08,8038,领克,18.58 - 24.88,https://xl.16888.com/s/129841/,https://i3.img16888.com/picLib/2023/05/2023050906283947156_240.jpg
202310,驱逐舰05,7966,比亚迪,7.98 - 13.68,https://xl.16888.com/s/129403/,https://i2.img16888.com/picLib/2022/05/2022051806261162436_240.jpg
202310,欧拉好猫,7664,长城新能源,10.58 - 13.58,https://xl.16888.com/s/128954/,https://i.img16888.com/picLib/2020/12/2020120810295851555_240.jpg
202310,QQ冰淇淋,7111,奇瑞新能源,2.99 - 5.69,https://xl.16888.com/s/129245/,https://i.img16888.com/picLib/2021/08/2021082605332292213_240.jpg
202310,零跑T03,6381,零跑汽车,4.99 - 6.99,https://xl.16888.com/s/128803/,https://i3.img16888.com/picLib/2020/02/2020022403250477888_240.jpg
202310,蔚来ES6,5875,蔚来,33.80 - 39.60,https://xl.16888.com/s/127934/,https://i.img16888.com/picLib/2019/07/2019072409075452928_240.jpg
202310,宝马i3,5763,华晨宝马,35.39 - 41.39,https://xl.16888.com/s/129433/,https://i3.img16888.com/picLib/2022/04/2022042111181287043_240.jpg
202310,哈弗猛龙新能源,5084,长城汽车,16.58 - 19.28,https://xl.16888.com/s/129946/,https://i3.img16888.com/picLib/2023/06/2023062102315782324_240.jpg
202310,坦克500新能源,5065,长城汽车,33.50 - 36.38,https://xl.16888.com/s/129952/,https://i.img16888.com/picLib/2024/01/2024010906045351906_240.jpg
202310,小鹏G9,4593,小鹏汽车,24.88 - 35.99,https://xl.16888.com/s/129400/,https://i.img16888.com/picLib/2022/09/2022091504061283908_240.jpg
202310,吉利几何E萤火虫,4578,吉利几何,5.98 - 8.98,https://xl.16888.com/s/129442/,https://i.img16888.com/picLib/2022/10/2022102004325133716_240.jpg
