,0,1,2,3,4,5,6,7
11,112,云度π3,78,云度新能源,11.98,14.48,/s/129023/,202112
12,113,爱驰U5,78,爱驰汽车,16.69,24.99,//price.16888.com/sr-128795.html,202112
13,114,沃尔沃S90插电式混动,78,沃尔沃亚太,49.99,61.39,/s/128037/,202112
14,115,奥迪Q2L e-tron,66,一汽-大众奥迪,24.38,24.38,//price.16888.com/sr-128763.html,202112
15,116,思皓E40X,61,江汽集团,13.00,15.59,/s/128689/,202112
16,117,标致e2008,61,东风标致,0.00,0.00,//price.16888.com/sr-129080.html,202112
17,118,发现运动版新能源,58,奇瑞捷豹路虎,40.98,40.98,/s/128833/,202112
18,119,合创007,57,合创汽车,25.98,27.98,//price.16888.com/sr-128597.html,202112
19,120,Aion LX,57,广汽埃安,28.66,46.96,/s/129084/,202112
20,121,易至EX5,56,江铃集团新能源,12.58,13.28,//price.16888.com/sr-128471.html,202112
21,122,菲斯塔纯电动,54,北京现代,17.38,19.88,/s/128964/,202112
22,123,雷凌双擎E+,53,广汽丰田,20.38,21.88,//price.16888.com/sr-128913.html,202112
23,124,宝来·纯电,49,一汽-大众,0.00,0.00,/s/127883/,202112
24,125,MG领航新能源,47,上汽集团,16.68,18.68,//price.16888.com/sr-128702.html,202112
25,126,东风风神E60,44,东风乘用车,13.27,13.97,/s/127691/,202112
26,127,标致508L新能源,41,东风标致,21.57,22.77,//price.16888.com/sr-127573.html,202112
27,128,起亚K3新能源,40,悦达起亚,16.68,20.68,/s/128163/,202112
28,129,国机智骏GX5,37,国机智骏,11.58,13.98,//price.16888.com/sr-128755.html,202112
29,130,蔚来ET7,33,蔚来,42.80,51.60,/s/128189/,202112
30,131,星越新能源,28,吉利新能源,17.58,21.68,//price.16888.com/sr-128252.html,202112
31,132,海马爱尚EV,26,海马汽车,3.98,4.28,/s/129019/,202112
32,133,奔腾E01,25,一汽奔腾,19.68,22.88,//price.16888.com/sr-128719.html,202112
0,151,起亚KX3新能源,0,悦达起亚,23.98,23.98,//price.16888.com/sr-128265.html,202112
1,152,魏牌 VV7新能源,0,长城汽车,21.98,23.98,/s/128590/,202112
2,153,雷诺 e诺,0,东风雷诺,0.00,0.00,//price.16888.com/sr-128230.html,202112
3,154,祺智EV,0,广汽三菱新能源,12.98,13.98,/s/128100/,202112
4,155,朗逸纯电,0,上汽大众,14.89,14.89,//price.16888.com/sr-129002.html,202112
5,156,瑞驰新能源EC35,0,瑞驰新能源,6.99,14.38,/s/128830/,202112
6,157,哪吒V,0,合众汽车,7.99,12.38,//price.16888.com/sr-127487.html,202112
7,158,哪吒N01,0,合众汽车,6.68,13.98,/s/126176/,202112
8,159,江淮iC5,0,江淮汽车,14.99,17.59,//price.16888.com/sr-129038.html,202112
9,160,江淮iEV6E,0,江淮汽车,5.95,7.55,/s/128096/,202112
10,161,枫叶30X,0,睿蓝汽车,6.88,9.58,//price.16888.com/sr-128532.html,202112
11,162,海格H4E,0,苏州金龙,22.30,25.80,/s/127363/,202112
12,163,途岳新能源,0,上汽大众,0.00,0.00,//price.16888.com/sr-128014.html,202112
13,164,奔腾B30EV,0,一汽奔腾,0.00,0.00,/s/128025/,202112
14,165,帅客新能源,0,郑州日产,0.00,0.00,//price.16888.com/sr-127675.html,202112
15,166,瑞虎e,0,奇瑞新能源,10.88,13.78,/s/128182/,202112
16,167,睿行ES30,0,长安凯程,6.68,6.98,//price.16888.com/sr-127694.html,202112
17,168,荣威e950,0,上汽集团,0.00,0.00,/s/128491/,202112
18,169,名爵6新能源,0,上汽集团,14.58,19.98,//price.16888.com/sr-127723.html,202112
19,170,北京EU5,0,北京汽车,12.99,17.19,/s/128715/,202112
20,171,江淮iEVA50,0,江淮汽车,12.98,14.55,//price.16888.com/sr-128368.html,202112
21,172,北汽新能源EC,0,北汽新能源,0.00,0.00,/s/128133/,202112
22,173,宋MAX新能源,0,比亚迪,14.78,17.48,//price.16888.com/sr-128188.html,202112
23,174,荣威MARVEL X,0,上汽集团,0.00,0.00,/s/126533/,202112
24,175,之诺60H,0,华晨宝马,0.00,0.00,//price.16888.com/sr-128309.html,202112
25,176,思皓E20X,0,江淮大众,12.80,13.80,/s/128305/,202112
26,177,红旗E-HS3,0,一汽红旗,22.58,26.58,//price.16888.com/sr-126973.html,202112
27,178,宋新能源,0,比亚迪,0.00,0.00,/s/128214/,202112
28,179,起亚K5新能源,0,悦达起亚,22.28,23.98,//price.16888.com/sr-128437.html,202112
29,180,风光E1,0,东风小康,6.18,7.38,/s/128426/,202112
30,181,风光580新能源,0,东风小康,0.00,0.00,//price.16888.com/sr-128447.html,202112
31,182,海马6P,0,海马汽车,16.28,17.58,/s/127748/,202112
32,183,英致EX1,0,中国重汽VGV,0.00,0.00,//price.16888.com/sr-128628.html,202112
0,201,宝骏E300,0,上汽通用五菱,0.00,0.00,//price.16888.com/sr-128786.html,202112
1,202,领克03新能源,0,领克,17.67,19.67,/s/128862/,202112
2,203,探岳GTE,0,一汽-大众,0.00,0.00,//price.16888.com/sr-128543.html,202112
3,204,北汽新能源EC5,0,北汽新能源,0.00,0.00,/s/127976/,202112
4,205,启能GEV 1,0,新特汽车,0.00,0.00,//price.16888.com/sr-128585.html,202112
5,206,瑞虎3xe,0,奇瑞新能源,9.38,10.68,/s/126854/,202112
6,207,雷丁i3,0,雷丁,0.00,0.00,//price.16888.com/sr-128225.html,202112
7,208,风景V5新能源,0,福田商用车,12.66,12.66,/s/128753/,202112
0,1,宏光MINIEV,37048,上汽通用五菱,3.28,9.99,//price.16888.com/sr-128864.html,202201
1,2,Model Y,33297,特斯拉中国,24.99,35.49,/s/128722/,202201
2,3,Model 3,26548,特斯拉中国,23.19,33.95,//price.16888.com/sr-129054.html,202201
3,4,秦PLUS,25535,比亚迪,7.98,17.98,/s/128787/,202201
4,5,宋PLUS新能源,20722,比亚迪,12.98,18.98,//price.16888.com/sr-128436.html,202201
5,6,汉,12781,比亚迪,16.58,25.98,/s/129245/,202201
6,7,理想ONE,12268,理想,33.80,33.80,//price.16888.com/sr-128865.html,202201
7,8,海豚,10602,比亚迪,9.98,12.98,/s/126549/,202201
8,9,QQ冰淇淋,9984,奇瑞新能源,2.99,5.69,//price.16888.com/sr-128954.html,202201
9,10,长安奔奔E-Star,9852,长安汽车,0.00,0.00,/s/128729/,202201
10,11,小蚂蚁,9412,奇瑞新能源,5.99,7.69,//price.16888.com/sr-129110.html,202201
11,12,唐新能源,9060,比亚迪,17.98,26.98,/s/129064/,202201
12,13,欧拉好猫,9020,长城新能源,10.58,13.58,//price.16888.com/sr-128803.html,202201
13,14,东风纳米EX1,7947,东风汽车,4.57,4.57,/s/128441/,202201
14,15,小鹏P7,6707,小鹏汽车,20.99,33.99,//price.16888.com/sr-129066.html,202201
15,16,元pro,6596,比亚迪,9.58,11.38,/s/129134/,202201
16,17,哪吒V,6482,合众汽车,7.99,12.38,//price.16888.com/sr-127997.html,202201
17,18,AION Y,6413,广汽埃安,9.98,18.98,/s/128578/,202201
18,19,零跑T03,6007,零跑汽车,4.99,6.99,//price.16888.com/sr-129130.html,202201
19,20,蔚来ES6,5247,蔚来,33.80,39.60,/s/128895/,202201
20,21,哪吒U,4527,合众汽车,11.88,15.98,//price.16888.com/sr-127868.html,202201
21,22,花仙子,4509,江汽集团,5.99,9.09,/s/127691/,202201
22,23,ID.4 X,4088,上汽大众,15.99,28.34,//price.16888.com/sr-128751.html,202201
23,24,小鹏P5,4029,小鹏汽车,15.69,18.89,/s/128866/,202201
24,25,宝马5系新能源,3787,华晨宝马,49.99,54.65,//price.16888.com/sr-129301.html,202201
25,26,吉利几何A,3585,吉利几何,14.38,20.78,/s/127961/,202201
26,27,比亚迪e2,3535,比亚迪,8.98,14.78,//price.16888.com/sr-129176.html,202201
27,28,极氪001,3530,极氪,25.90,32.90,/s/129156/,202201
28,29,荣威Ei5,3353,上汽集团,13.98,15.38,//price.16888.com/sr-129063.html,202201
29,30,凌宝BOX,3266,吉麦新能源,3.98,6.88,/s/129234/,202201
30,31,东风风神E70,3053,东风乘用车,14.28,15.38,//price.16888.com/sr-128814.html,202201
31,32,蔚来EC6,2874,蔚来,35.80,41.60,/s/129157/,202201
32,33,帝豪新能源,2666,吉利新能源,13.58,16.18,//price.16888.com/sr-129377.html,202201
0,51,岚图FREE,1553,岚图汽车,22.89,26.69,//price.16888.com/sr-129117.html,202201
1,52,蔚来ES8,1531,蔚来,49.80,59.80,/s/129169/,202201
2,53,宝骏KiWi EV,1329,上汽通用五菱,7.78,11.38,//price.16888.com/sr-129014.html,202201
3,54,本田CR-V新能源,1302,东风本田,22.59,26.99,/s/127388/,202201
4,55,北京EU5,1293,北京汽车,12.99,17.19,//price.16888.com/sr-129223.html,202201
5,56,荣威RX5新能源,1245,上汽集团,14.79,16.98,/s/129136/,202201
6,57,创维EV6,1207,创维汽车,10.98,32.98,//price.16888.com/sr-129342.html,202201
7,58,飞凡ER6,1163,上汽集团,15.58,20.08,/s/128198/,202201
8,59,ID.6 X,1088,上汽大众,25.99,33.89,//price.16888.com/sr-129105.html,202201
9,60,飞凡MARVEL R,1078,上汽集团,21.98,25.98,/s/129172/,202201
10,61,领克09新能源,1057,领克,28.99,36.29,//price.16888.com/sr-128654.html,202201
11,62,秦新能源,1006,比亚迪,16.88,16.88,/s/129407/,202201
12,63,玛奇朵DHT,990,长城汽车,15.58,16.98,//price.16888.com/sr-128029.html,202201
13,64,枫叶60s,950,睿蓝汽车,9.98,16.38,/s/128249/,202201
14,65,ID.6 CROZZ,881,一汽-大众,25.89,33.69,//price.16888.com/sr-128970.html,202201
15,66,名爵HS新能源,870,上汽集团,18.98,21.98,/s/129270/,202201
16,67,比亚迪e3,829,比亚迪,15.48,15.58,//price.16888.com/sr-129294.html,202201
17,68,问界M5,815,AITO 问界,22.98,27.98,/s/128413/,202201
18,69,威马EX5,790,威马汽车,16.08,17.98,//price.16888.com/sr-129368.html,202201
19,70,威马W6,761,威马汽车,16.98,23.98,/s/128999/,202201
20,71,途观L新能源,734,上汽大众,26.11,27.21,//price.16888.com/sr-129097.html,202201
21,72,枫叶80V,733,睿蓝汽车,8.98,15.98,/s/129161/,202201
22,73,帕萨特新能源,731,上汽大众,23.32,24.22,//price.16888.com/sr-129119.html,202201
23,74,威马E.5,644,威马汽车,15.01,21.51,/s/128273/,202201
24,75,合创Z03,629,合创汽车,13.48,18.28,//price.16888.com/sr-129262.html,202201
25,76,畅巡,570,上汽通用雪佛兰,18.29,19.79,/s/128747/,202201
26,77,易至EV3,566,江铃集团新能源,5.28,6.68,//price.16888.com/sr-128206.html,202201
27,78,小虎EV,565,小虎汽车,4.19,5.59,/s/129183/,202201
28,79,奔驰EQB,564,北京奔驰,35.20,42.80,//price.16888.com/sr-129055.html,202201
29,80,极狐 阿尔法S(ARCFOX αS),523,北汽新能源,18.98,32.98,/s/128135/,202201
30,81,绎乐,521,广汽本田新能源,16.78,18.98,//price.16888.com/sr-128737.html,202201
31,82,红旗E-HS9,520,一汽红旗,50.98,77.98,/s/128328/,202201
32,83,RAV4荣放双擎E+,518,一汽丰田,24.88,29.78,//price.16888.com/sr-128584.html,202201
0,101,极狐 阿尔法T(ARCFOX αT),304,北汽新能源,18.58,28.08,//price.16888.com/sr-128880.html,202201
1,102,思皓E50A,302,江汽集团,14.59,18.98,/s/129215/,202201
2,103,华晨新日i03,268,华晨新日,4.39,9.88,//price.16888.com/sr-129023.html,202201
3,104,发现运动版新能源,226,奇瑞捷豹路虎,40.98,40.98,/s/128810/,202201
4,105,上汽大通MAXUS EUNIQ 5,210,上汽大通,16.58,21.28,//price.16888.com/sr-128629.html,202201
5,106,悦虎,196,大运汽车,5.68,8.58,/s/128567/,202201
6,107,广汽丰田iA5,193,广汽丰田新能源,15.98,19.28,//price.16888.com/sr-129182.html,202201
7,108,云度π1,185,云度新能源,7.48,7.98,/s/128402/,202201
8,109,腾势X,175,腾势汽车,28.98,35.78,//price.16888.com/sr-128897.html,202201
9,110,领克05新能源,158,领克,22.78,23.17,/s/129316/,202201
10,111,沃尔沃S60新能源,155,沃尔沃亚太,39.99,46.19,//price.16888.com/sr-128417.html,202201
11,112,嘉际新能源,151,吉利新能源,14.58,16.88,/s/128401/,202201
12,113,奥迪e-tron,141,一汽-大众奥迪,54.68,64.88,//price.16888.com/sr-128890.html,202201
13,114,爱驰U5,134,爱驰汽车,16.69,24.99,/s/128378/,202201
14,115,马自达CX-30 EV,104,长安马自达,15.98,20.18,//price.16888.com/sr-127866.html,202201
15,116,宋MAX新能源,102,比亚迪,14.78,17.48,/s/128080/,202201
16,117,领克01新能源,100,领克,19.97,22.78,//price.16888.com/sr-129052.html,202201
17,118,雷凌双擎E+,96,广汽丰田,20.38,21.88,/s/128596/,202201
18,119,斯派卡新能源,95,野马汽车,14.99,16.99,//price.16888.com/sr-129174.html,202201
19,120,沃尔沃XC40新能源,88,沃尔沃亚太,27.99,32.20,/s/129360/,202201
20,121,卡罗拉双擎E+,81,一汽丰田,20.78,23.08,//price.16888.com/sr-128347.html,202201
21,122,云度π3,79,云度新能源,11.98,14.48,/s/128758/,202201
22,123,捷途X70S EV,70,奇瑞汽车,16.98,17.98,//price.16888.com/sr-128486.html,202201
23,124,博瑞新能源,69,吉利新能源,15.58,20.98,/s/129204/,202201
24,125,比亚迪D1,68,比亚迪,16.08,16.98,//price.16888.com/sr-129310.html,202201
25,126,e爱丽舍,61,东风新能源,12.98,13.98,/s/129250/,202201
26,127,领动插电混动,60,北京现代,15.78,17.88,//price.16888.com/sr-128795.html,202201
27,128,奔腾NAT,57,一汽奔腾,13.98,16.48,/s/128811/,202201
28,129,海马爱尚EV,50,海马汽车,3.98,4.28,//price.16888.com/sr-129028.html,202201
29,130,阿图柯AIRTREK,48,广汽三菱,19.98,22.98,/s/128757/,202201
30,131,优优EV,47,开瑞汽车,12.68,13.08,//price.16888.com/sr-128014.html,202201
31,132,揽胜极光新能源,46,奇瑞捷豹路虎,41.58,42.98,/s/128231/,202201
32,133,丰田C-HR EV,46,广汽丰田,22.58,24.98,//price.16888.com/sr-129306.html,202201
0,151,北汽EC100,13,北汽昌河,7.18,7.58,//price.16888.com/sr-128796.html,202201
1,152,国机智骏GC1,12,国机智骏,7.38,8.38,/s/128163/,202201
2,153,零跑S01,9,零跑汽车,11.99,15.09,//price.16888.com/sr-128833.html,202201
3,154,标致508L新能源,8,东风标致,21.57,22.77,/s/128755/,202201
4,155,红旗E-QM5,6,一汽红旗,16.58,23.98,//price.16888.com/sr-128457.html,202201
5,156,威马EX6,5,威马汽车,0.00,0.00,/s/128832/,202201
6,157,风光E3,5,东风小康,12.98,15.98,//price.16888.com/sr-128432.html,202201
7,158,天逸 C5 AIRCROSS新能源,5,东风雪铁龙,23.17,26.47,/s/128956/,202201
0,1,Model Y,32403,特斯拉中国,24.99,35.49,//price.16888.com/sr-129112.html,202202
1,2,Model 3,24112,特斯拉中国,23.19,33.95,/s/128912/,202202
2,3,宋PLUS新能源,22756,比亚迪,12.98,18.98,//price.16888.com/sr-129054.html,202202
3,4,秦PLUS,22508,比亚迪,7.98,17.98,/s/126549/,202202
4,5,宏光MINIEV,22110,上汽通用五菱,3.28,9.99,//price.16888.com/sr-128787.html,202202
5,6,唐新能源,10426,比亚迪,17.98,26.98,/s/128436/,202202
6,7,汉,9290,比亚迪,16.58,25.98,//price.16888.com/sr-129245.html,202202
7,8,海豚,8565,比亚迪,9.98,12.98,/s/128865/,202202
8,9,理想ONE,8414,理想,33.80,33.80,//price.16888.com/sr-129234.html,202202
9,10,QQ冰淇淋,6442,奇瑞新能源,2.99,5.69,/s/129002/,202202
10,11,东风纳米EX1,6210,东风汽车,4.57,4.57,//price.16888.com/sr-128954.html,202202
11,12,长安奔奔E-Star,5613,长安汽车,0.00,0.00,/s/128729/,202202
12,13,元PLUS,4517,比亚迪,11.58,14.78,//price.16888.com/sr-129066.html,202202
13,14,元pro,4436,比亚迪,9.58,11.38,/s/129169/,202202
14,15,哪吒V,4073,合众汽车,7.99,12.38,//price.16888.com/sr-128441.html,202202
15,16,欧拉好猫,4066,长城新能源,10.58,13.58,/s/128252/,202202
16,17,小蚂蚁,3735,奇瑞新能源,5.99,7.69,//price.16888.com/sr-129064.html,202202
17,18,小鹏P7,3537,小鹏汽车,20.99,33.99,/s/128895/,202202
18,19,花仙子,3518,江汽集团,5.99,9.09,//price.16888.com/sr-127868.html,202202
19,20,蔚来ES6,3309,蔚来,33.80,39.60,/s/129157/,202202
20,21,宝骏KiWi EV,3262,上汽通用五菱,7.78,11.38,//price.16888.com/sr-129061.html,202202
21,22,哪吒U,3044,合众汽车,11.88,15.98,/s/128866/,202202
22,23,启辰D60EV,3043,东风日产,12.98,17.88,//price.16888.com/sr-127904.html,202202
23,24,帕萨特新能源,3025,上汽大众,23.32,24.22,/s/128198/,202202
24,25,AION Y,2986,广汽埃安,9.98,18.98,//price.16888.com/sr-128803.html,202202
25,26,极氪001,2916,极氪,25.90,32.90,/s/128852/,202202
26,27,凌宝BOX,2850,吉麦新能源,3.98,6.88,//price.16888.com/sr-129401.html,202202
27,28,东风风神E70,2641,东风乘用车,14.28,15.38,/s/129156/,202202
28,29,帝豪新能源,2494,吉利新能源,13.58,16.18,//price.16888.com/sr-129063.html,202202
29,30,魏牌 拿铁DHT,2387,长城汽车,17.98,18.98,/s/129176/,202202
30,31,ID.4 CROZZ,2374,一汽-大众,19.39,29.86,//price.16888.com/sr-129172.html,202202
31,32,吉利几何A,2192,吉利几何,14.38,20.78,/s/128814/,202202
32,33,AION V,2140,广汽埃安,12.98,19.36,//price.16888.com/sr-129086.html,202202
0,51,宝马5系新能源,1177,华晨宝马,49.99,54.65,//price.16888.com/sr-127997.html,202202
1,52,百智大熊,1086,领途汽车,3.68,5.68,/s/127767/,202202
2,53,蔚来ES8,1084,蔚来,49.80,59.80,//price.16888.com/sr-129108.html,202202
3,54,朋克美美,1067,御捷新能源,4.88,4.88,/s/129302/,202202
4,55,问界M5,1061,AITO 问界,22.98,27.98,//price.16888.com/sr-127388.html,202202
5,56,领克09新能源,1061,领克,28.99,36.29,/s/129223/,202202
6,57,荣威RX5新能源,1050,上汽集团,14.79,16.98,//price.16888.com/sr-129301.html,202202
7,58,名爵HS新能源,1048,上汽集团,18.98,21.98,/s/129270/,202202
8,59,创维EV6,1047,创维汽车,10.98,32.98,//price.16888.com/sr-128747.html,202202
9,60,大众ID.3,1012,上汽大众,12.99,18.09,/s/128249/,202202
10,61,合创Z03,982,合创汽车,13.48,18.28,//price.16888.com/sr-129117.html,202202
11,62,威马E.5,912,威马汽车,15.01,21.51,/s/128578/,202202
12,63,迈腾GTE插电混动,889,一汽-大众,23.79,25.29,//price.16888.com/sr-127961.html,202202
13,64,飞凡MARVEL R,760,上汽集团,21.98,25.98,/s/128417/,202202
14,65,途观L新能源,749,上汽大众,26.11,27.21,//price.16888.com/sr-129014.html,202202
15,66,岚图FREE,740,岚图汽车,22.89,26.69,/s/128413/,202202
16,67,北京EU5,713,北京汽车,12.99,17.19,//price.16888.com/sr-128810.html,202202
17,68,比亚迪e2,680,比亚迪,8.98,14.78,/s/129139/,202202
18,69,小鹏G3,629,小鹏汽车,16.89,20.19,//price.16888.com/sr-128721.html,202202
19,70,皓影新能源,626,广汽本田,22.59,26.99,/s/128629/,202202
20,71,宋MAX新能源,624,比亚迪,14.78,17.48,//price.16888.com/sr-129262.html,202202
21,72,本田CR-V新能源,575,东风本田,22.59,26.99,/s/129055/,202202
22,73,RAV4荣放双擎E+,527,一汽丰田,24.88,29.78,//price.16888.com/sr-128206.html,202202
23,74,易至EV3,466,江铃集团新能源,5.28,6.68,/s/128331/,202202
24,75,悦虎,431,大运汽车,5.68,8.58,//price.16888.com/sr-128867.html,202202
25,76,东风本田M-NV,425,东风本田,14.98,15.98,/s/128347/,202202
26,77,威马W6,415,威马汽车,16.98,23.98,//price.16888.com/sr-128953.html,202202
27,78,畅巡,401,上汽通用雪佛兰,18.29,19.79,/s/128999/,202202
28,79,奥迪A6L新能源,391,一汽-大众奥迪,0.00,0.00,//price.16888.com/sr-128328.html,202202
29,80,广汽丰田iA5,390,广汽丰田新能源,15.98,19.28,/s/129215/,202202
30,81,YOUNG光小新,379,电动屋,6.58,8.48,//price.16888.com/sr-128145.html,202202
31,82,飞凡ER6,376,上汽集团,15.58,20.08,/s/129183/,202202
32,83,探岳GTE插电混动,356,一汽-大众,24.29,24.29,//price.16888.com/sr-128501.html,202202
0,101,威马EX5,229,威马汽车,16.08,17.98,//price.16888.com/sr-128029.html,202202
1,102,缤越新能源,225,吉利新能源,11.98,13.58,/s/129097/,202202
2,103,绎乐,216,广汽本田新能源,16.78,18.98,//price.16888.com/sr-129168.html,202202
3,104,荣威i6 MAX新能源,200,上汽集团,15.28,25.98,/s/128640/,202202
4,105,发现运动版新能源,199,奇瑞捷豹路虎,40.98,40.98,//price.16888.com/sr-129042.html,202202
5,106,奔驰EQB,178,北京奔驰,35.20,42.80,/s/129136/,202202
6,107,远志M1,177,大运汽车,17.88,31.88,//price.16888.com/sr-128737.html,202202
7,108,云度π1,176,云度新能源,7.48,7.98,/s/128597/,202202
8,109,ID.6 X,170,上汽大众,25.99,33.89,//price.16888.com/sr-128596.html,202202
9,110,奔驰EQA,151,北京奔驰,32.20,32.20,/s/128273/,202202
10,111,风光E3,136,东风小康,12.98,15.98,//price.16888.com/sr-129214.html,202202
11,112,起亚K3新能源,131,悦达起亚,16.68,20.68,/s/129102/,202202
12,113,领动插电混动,121,北京现代,15.78,17.88,//price.16888.com/sr-128327.html,202202
13,114,奥迪Q2L e-tron,121,一汽-大众奥迪,24.38,24.38,/s/129360/,202202
14,115,广汽本田VE-1,116,广汽本田,15.98,18.68,//price.16888.com/sr-128402.html,202202
15,116,华晨新日i03A,101,华晨新日,8.58,12.50,/s/129182/,202202
16,117,奔腾NAT,101,一汽奔腾,13.98,16.48,//price.16888.com/sr-129250.html,202202
17,118,e爱丽舍,100,东风新能源,12.98,13.98,/s/128965/,202202
18,119,沃尔沃S60新能源,93,沃尔沃亚太,39.99,46.19,//price.16888.com/sr-128080.html,202202
19,120,斯派卡新能源,85,野马汽车,14.99,16.99,/s/128401/,202202
20,121,阿图柯AIRTREK,79,广汽三菱,19.98,22.98,//price.16888.com/sr-128014.html,202202
21,122,嘉际新能源,78,吉利新能源,14.58,16.88,/s/129315/,202202
22,123,云度π3,76,云度新能源,11.98,14.48,//price.16888.com/sr-128795.html,202202
23,124,领克05新能源,66,领克,22.78,23.17,/s/129316/,202202
24,125,大指挥官PHEV,65,广汽菲克Jeep,0.00,0.00,//price.16888.com/sr-129028.html,202202
25,126,奕泽E进擎,63,一汽丰田,22.58,25.38,/s/128758/,202202
26,127,大蚂蚁,55,奇瑞新能源,15.66,17.99,//price.16888.com/sr-128584.html,202202
27,128,博瑞新能源,54,吉利新能源,15.58,20.98,/s/128285/,202202
28,129,羿,51,江铃集团新能源,11.88,19.98,//price.16888.com/sr-128558.html,202202
29,130,雷凌双擎E+,50,广汽丰田,20.38,21.88,/s/129105/,202202
30,131,名爵6新能源,47,上汽集团,14.58,19.98,//price.16888.com/sr-128702.html,202202
31,132,沃尔沃XC40新能源,47,沃尔沃亚太,27.99,32.20,/s/129043/,202202
32,133,揽胜极光新能源,38,奇瑞捷豹路虎,41.58,42.98,//price.16888.com/sr-128163.html,202202
0,151,枫叶80V,6,睿蓝汽车,8.98,15.98,//price.16888.com/sr-128970.html,202202
1,152,DS 9新能源,5,DS汽车,32.99,39.99,/s/128897/,202202
2,153,奥迪e-tron,2,一汽-大众奥迪,54.68,64.88,//price.16888.com/sr-128913.html,202202
3,154,天逸 C5 AIRCROSS新能源,1,东风雪铁龙,23.17,26.47,/s/128471/,202202
0,1,宏光MINIEV,47563,上汽通用五菱,3.28,9.99,//price.16888.com/sr-128864.html,202203
1,2,Model Y,39790,特斯拉中国,24.99,35.49,/s/128912/,202203
2,3,宋PLUS新能源,26729,比亚迪,12.98,18.98,//price.16888.com/sr-128722.html,202203
3,4,Model 3,26024,特斯拉中国,23.19,33.95,/s/128787/,202203
4,5,秦PLUS,22942,比亚迪,7.98,17.98,//price.16888.com/sr-129245.html,202203
5,6,汉,12359,比亚迪,16.58,25.98,/s/128865/,202203
6,7,QQ冰淇淋,11687,奇瑞新能源,2.99,5.69,//price.16888.com/sr-129217.html,202203
7,8,理想ONE,11034,理想,33.80,33.80,/s/126549/,202203
8,9,长安奔奔E-Star,10709,长安汽车,0.00,0.00,//price.16888.com/sr-129064.html,202203
9,10,海豚,10501,比亚迪,9.98,12.98,/s/127686/,202203
10,11,元PLUS,10025,比亚迪,11.58,14.78,//price.16888.com/sr-129002.html,202203
11,12,唐新能源,9625,比亚迪,17.98,26.98,/s/128803/,202203
12,13,AION Y,9501,广汽埃安,9.98,18.98,//price.16888.com/sr-127934.html,202203
13,14,小鹏P7,9183,小鹏汽车,20.99,33.99,/s/129134/,202203
14,15,小蚂蚁,8240,奇瑞新能源,5.99,7.69,//price.16888.com/sr-127868.html,202203
15,16,哪吒V,8122,合众汽车,7.99,12.38,/s/128299/,202203
16,17,欧拉好猫,6342,长城新能源,10.58,13.58,//price.16888.com/sr-129066.html,202203
17,18,零跑T03,5853,零跑汽车,4.99,6.99,/s/128866/,202203
18,19,蔚来ES6,5064,蔚来,33.80,39.60,//price.16888.com/sr-129061.html,202203
19,20,东风纳米EX1,4832,东风汽车,4.57,4.57,/s/127904/,202203
20,21,小鹏P5,4398,小鹏汽车,15.69,18.89,//price.16888.com/sr-128895.html,202203
21,22,东风风神E70,4345,东风乘用车,14.28,15.38,/s/128852/,202203
22,23,零跑C11,4201,零跑汽车,14.88,20.98,//price.16888.com/sr-129294.html,202203
23,24,北京EU5,4105,北京汽车,12.99,17.19,/s/127691/,202203
24,25,花仙子,3985,江汽集团,5.99,9.09,//price.16888.com/sr-128578.html,202203
25,26,哪吒U,3904,合众汽车,11.88,15.98,/s/128978/,202203
26,27,AION V,3579,广汽埃安,12.98,19.36,//price.16888.com/sr-129157.html,202203
27,28,ID.4 CROZZ,3177,一汽-大众,19.39,29.86,/s/127908/,202203
28,29,逸动新能源,3160,长安汽车,8.49,14.99,//price.16888.com/sr-128751.html,202203
29,30,荣威Ei5,3145,上汽集团,13.98,15.38,/s/129270/,202203
30,31,凌宝BOX,3100,吉麦新能源,3.98,6.88,//price.16888.com/sr-129156.html,202203
31,32,问界M5,3045,AITO 问界,22.98,27.98,/s/128252/,202203
32,33,蔚来EC6,3032,蔚来,35.80,41.60,//price.16888.com/sr-128198.html,202203
0,51,极氪001,1795,极氪,25.90,32.90,//price.16888.com/sr-129130.html,202203
1,52,蔚来ES8,1726,蔚来,49.80,59.80,/s/129401/,202203
2,53,枫叶60s,1686,睿蓝汽车,9.98,16.38,//price.16888.com/sr-129176.html,202203
3,54,朋克多多,1646,御捷新能源,3.78,4.58,/s/129086/,202203
4,55,名爵HS新能源,1537,上汽集团,18.98,21.98,//price.16888.com/sr-129403.html,202203
5,56,ID.4 X,1527,上汽大众,15.99,28.34,/s/129117/,202203
6,57,驱逐舰05,1476,比亚迪,7.98,13.68,//price.16888.com/sr-129377.html,202203
7,58,比亚迪e3,1428,比亚迪,15.48,15.58,/s/129301/,202203
8,59,岚图FREE,1385,岚图汽车,22.89,26.69,//price.16888.com/sr-129266.html,202203
9,60,百智大熊,1325,领途汽车,3.68,5.68,/s/128922/,202203
10,61,宋MAX新能源,1320,比亚迪,14.78,17.48,//price.16888.com/sr-129108.html,202203
11,62,大众ID.3,1207,上汽大众,12.99,18.09,/s/129302/,202203
12,63,长安UNI-K 智电iDD,1185,长安汽车,18.79,21.59,//price.16888.com/sr-129049.html,202203
13,64,创维EV6,1184,创维汽车,10.98,32.98,/s/128999/,202203
